Program,ParentProject,Project,StationName,StationCode,SampleDate,CollectionTime,LocationCode,CollectionDepth,UnitCollectionDepth,SampleTypeCode,CollectionReplicate,ResultsReplicate,LabBatch,LabSampleID,MatrixName,MethodName,Analyte,Unit,Result,Observation,MDL,RL,ResultQualCode,QACode,BatchVerification,ComplianceCode,SampleComments,CollectionComments,ResultsComments,BatchComments,EventCode,ProtocolCode,SampleAgency,GroupSamples,CollectionMethodName,TargetLatitude,TargetLongitude,CollectionDeviceDescription,CalibrationDate,PositionWaterColumn,PrepPreservationName,PrepPreservationDate,DigestExtractMethod,DigestExtractDate,AnalysisDate,DilutionFactor,ExpectedValue,LabAgency,SubmittingAgency,SubmissionCode,OccupationMethod,StartingBank,DistanceFromBank,UnitDistanceFromBank,StreamWidth,UnitStreamWidth,StationWaterDepth,UnitStationWaterDepth,HydroMod,HydroModLoc,LocationDetailWQComments,ChannelWidth,UpstreamLength,DownstreamLength,TotalReach,LocationDetailBAComments,county,county_fips,regional_board,rb_number,huc8,huc8_number,huc10,huc10_number,huc12,huc12_number,waterbody_type,SampleID
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2014,Cottonwood Creek ~1.4mi above I8,911NP9UCW,4/29/2014,8:00:00,X,0.1,m,Grab,1,1,WPCL_11696_W_TN,L-208-14-04,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.313,,0.0208,0.05,=,None,VAC,Com,Too few cobbles,,,,BA,SWAMP_2007_WS,DFW-ABL,,Water_Grab,32.818291,-116.4923477,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,4/29/2014 0:00,None,1/1/1950,5/14/2014,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2015,French Creek (FCPSP),903FCPSPx,4/8/2015,10:00:00,X,0.1,m,Grab,1,1,WPCL_12851_W_TN,L-168-15-09,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.0728,,0.0208,0.05,=,None,VAC,Com,NR,,,,BA,SWAMP_2007_WS,DFW-ABL,,Water_Grab,33.35017,-116.9127808,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,4/8/2015 0:00,None,1/1/1950,4/21/2015,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2015,San Luis Rey River WF ~1.2mi below Colb Valley Creek,903WE0900,4/8/2015,14:15:00,X,0.1,m,Grab,1,1,WPCL_12851_W_TN,L-168-15-08,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.243,,0.0208,0.05,=,None,VAC,Com,"Logger 33.33043, -116.81564",,,,BA,SWAMP_2007_WS,DFW-ABL,,Water_Grab,33.330429,-116.8156433,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,4/8/2015 0:00,None,1/1/1950,4/21/2015,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,SAN DIEGO,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2016,Agua Caliente Creek at Pacific Crest Trail,903ACPCT1,5/5/2016,10:00:00,X,0.1,m,Grab,1,1,WPCL_13840_W_TN,L-214-16-04    ,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.259,,0.0208,0.05,=,None,VAC,Com,,,,,BA,SWAMP_2016_WS,DFW-ABL,,Water_Grab,33.295952,-116.6386337,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,5/5/2016 0:00,None,1/1/1950,5/24/2016,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2016,Boden Canyon Creek (BOD),905SDBDN9,3/29/2016,9:15:00,X,0.1,m,Grab,1,1,WPCL_13744_W_TN,L-132-16-02,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.295,,0.0208,0.05,=,None,VAC,Com,<25 cobbles were found; only one cobble found (recorded at Transect B).,,,,BA,SWAMP_2007_WS,RWQCB9,,Water_Grab,33.093323,-116.8972931,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,3/29/2016 0:00,None,1/1/1950,4/19/2016,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,SAN DIEGO,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2016,French Creek (FCPSP),903FCPSPx,5/3/2016,10:00:00,X,0.1,m,Grab,1,1,WPCL_13840_W_TN,L-201-16-03    ,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.13,,0.0208,0.05,=,None,VAC,Com,,,,,BA,SWAMP_2016_WS,DFW-ABL,,Water_Grab,33.35017,-116.9127808,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,5/3/2016 0:00,None,1/1/1950,5/24/2016,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2016,Indian creek ~1.2mi above Deer Park Rd.,911S00858,3/24/2016,10:30:00,X,0.1,m,Grab,1,1,WPCL_13684_W_TN,L-131-16-02,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.269,,0.0208,0.05,=,None,VAC,Com,<25 cobbles were found,,,,BA,SWAMP_2007_WS,RWQCB9,,Water_Grab,32.902824,-116.4933701,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,3/24/2016 0:00,None,1/1/1950,3/30/2016,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2016,Kitchen Creek at Kitchen Creek Road,911KCKCRx,4/19/2016,10:30:00,X,0.1,m,Grab,1,1,WPCL_13792_W_TN,L-173-16-05,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.135,,0.0208,0.05,=,None,VAC,Com,Few cobbles in reach,,,,BA,SWAMP_2007_WS,DFW-ABL,,Water_Grab,32.78751,-116.4510574,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,4/19/2016 0:00,None,1/1/1950,5/4/2016,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,SAN DIEGO,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2016,Prisoner Creek ~0.1mi above San Luis Rey River,903NP9PRC,4/20/2016,15:00:00,X,0.1,m,Grab,1,1,WPCL_13792_W_TN,L-175-16-02,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.247,,0.0208,0.05,=,None,VAC,Com,,,,,BA,SWAMP_2007_WS,RWQCB9,,Water_Grab,33.26041,-116.8091736,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,4/20/2016 0:00,None,1/1/1950,5/4/2016,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2016,San Luis Rey River WF ~1mi N Mendenhall Valley,903WE0798,5/4/2016,10:30:00,X,0.1,m,Grab,1,1,WPCL_13840_W_TN,L-214-16-06    ,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.491,,0.0208,0.05,=,None,VAC,Com,Low flows and too choked with algae & phytes to use flow meter,,,,BA,SWAMP_2016_WS,DFW-ABL,,Water_Grab,33.336689,-116.8284836,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,5/4/2016 0:00,None,1/1/1950,5/24/2016,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,SAN DIEGO,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2016,Stonewall Creek above Sweetwater River,909SWCASR,3/21/2016,9:30:00,X,0.1,m,Grab,1,1,WPCL_13684_W_TN,L-123-16-02,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.288,,0.0208,0.05,=,None,VAC,Com,,,,,BA,SWAMP_2007_WS,RWQCB9,,Water_Grab,32.94249,-116.5540924,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,3/21/2016 0:00,None,1/1/1950,3/30/2016,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2016,Upper Agua Caliente Creek at PCT,903NP9UAC,5/4/2016,12:30:00,X,0.1,m,Grab,1,1,WPCL_13840_W_TN,L-210-16-02    ,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.205,,0.0208,0.05,=,None,VAC,Com,,,,,BA,SWAMP_2016_WS,DFW-ABL,,Water_Grab,33.320358,-116.6226501,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,5/4/2016 0:00,None,1/1/1950,5/24/2016,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Agua Caliente Creek,1.80703E+11,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2017,Cottonwood Creek ~0.5mi above Skiploader Rd.,902NP9CWC,3/20/2017,10:09:00,X,0.1,m,Grab,1,1,CLS_1702673_W_TN,L-135-17-01    ,samplewater,EPA 351.3,"Nitrogen, Total, Total",mg/L,-0.4,,0.4,0.4,ND,HT,VAC,Qual,,,,Total Nitrogen calculated from results from TKN and NO3+NO2 analyses.,BA,SWAMP_2016_WS,RWQCB9,,Water_Grab,33.41925,-116.8610229,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,3/20/2017 0:00,None,1/1/1950,4/12/2017,1,,CLS,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2017,Fry Creek (FRC),903SLFRCx,5/3/2017,10:15:00,X,0.1,m,Grab,1,1,DeltaEnv_17F0026_W_TN,1705033-02,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.0588,,-88,0.01,=,None,VAC,Com,Not 25 cobbles in reach,,,NO MS/MSD,BA,SWAMP_2016_WS,DFW-ABL,,Water_Grab,33.343979,-116.8816986,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,5/3/2017 0:00,None,1/1/1950,5/9/2017,1,,DeltaEnv,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,West Fork San Luis Rey River,1.80703E+11,NULL,903SLFRCx
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2017,San Luis Rey at Indian Flats,903NP9SLR,4/19/2017,10:10:00,X,0.1,m,Grab,1,1,DeltaEnv_17F0025_W_TN,1705013-04,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.297,,0.005,0.01,=,None,VAC,Com,,,,LCS/LCSD REPORTED IN LEIU OF MS/MSD-OK PER SWAMP QAO,BA,SWAMP_2016_WS,RWQCB9,,Water_Grab,33.349918,-116.6649017,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,4/19/2017 0:00,None,1/1/1950,5/8/2017,1,,DeltaEnv,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,Indian Flats
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2017,Secret Canyon Creek ~0.3mi above Pine Valley Cr.,911NP9SCC,4/6/2017,10:00:00,X,0.1,m,Grab,1,1,DeltaEnv_17F0025_W_TN,1705013-01,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.499,,0.005,0.01,=,None,VAC,Com,,,,LCS/LCSD REPORTED IN LEIU OF MS/MSD-OK PER SWAMP QAO,BA,SWAMP_2016_WS,RWQCB9,,Water_Grab,32.761509,-116.6364899,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,4/6/2017 0:00,None,1/1/1950,5/8/2017,1,,DeltaEnv,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,Secret Canyon
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nutrient Study Effluent CY 2012,Sheppard Canyon Antigua Road,907SCAGB1,3/15/2012,10:30:00,Not Applicable,-88,m,Grab,1,1,WPCL_8748_W_TN,L-112-12-05,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,1.64,,0.0416,0.1,=,D,VAC,Com,,MS4,,,WQ,MPSL-DFW_Field_v1.0,RWQCB9,,Water_Grab,32.833359,-117.0961609,Individual Collection by hand,0000-00-00,Not Applicable,FieldAcidified,3/15/2012 0:00,None,1/1/1950,3/28/2012,2,,DFW-WPCL,DFW-WPCL,A,Walk In,NA,-88,m,-88,m,-88,m,ConChan,WI,MS4 Outfall,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nutrient Study Effluent CY 2012,Sheppard Canyon Santo Road,907SCSRI1,3/15/2012,9:45:00,Not Applicable,-88,m,Grab,1,1,WPCL_8748_W_TN,L-112-12-03,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,1.1,,0.0208,0.05,=,None,VAC,Com,,MS4,,,WQ,MPSL-DFW_Field_v1.0,RWQCB9,,Water_Grab,32.829029,-117.103981,Individual Collection by hand,0000-00-00,Not Applicable,FieldAcidified,3/15/2012 0:00,None,1/1/1950,3/28/2012,1,,DFW-WPCL,DFW-WPCL,A,Walk In,NA,-88,m,-88,m,-88,m,Pipes,WI,MS4 Outfall,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Forester Creek Monitoring 2012,Forester Creek at the Olive Lane Bridge,907SDFOL1,11/14/2012,10:00:00,Midchannel,0.1,m,Grab,1,1,WPCL_9862_W_TN,L-683-12-12,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,6.86,,0.208,0.5,=,D,VAC,Com,,WPCL reported 9:50 (KR),,,WQ,MPSL-DFW_Field_v1.0,RWQCB9,,Water_Grab,32.8339,-116.9889908,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,11/14/2012 0:00,None,1/1/1950,11/29/2012,10,,DFW-WPCL,DFW-WPCL,A,Walk In,LB,25,m,2,m,0.15,m,Bridge,WI,,,,,,,San Diego,73,San Diego,9,,,,,El Cajon,1.80703E+11,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2013,Carney Canyon in Pamo Valley,905DGCC1x,4/3/2013,9:15:00,X,0.1,m,Grab,1,1,WPCL_10144_W_TN,L-134-13-05,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.111,,0.0208,0.05,=,None,VAC,Com,,,,,BA,SWAMP_2007_WS,DFW-ABL,,Water_Grab,33.157711,-116.8408432,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,4/3/2013 0:00,None,1/1/1950,4/16/2013,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2014,Antone Canyon Creek ~1.3mi above La Posta Trk. Trl.,911NP9ATC,3/24/2014,11:15:00,X,0.1,m,Grab,1,1,WPCL_11597_W_TN,L-136-14-04,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.137,,0.0208,0.05,=,None,VAC,Com,"Too few cobles, small pools of water up on bedrock - recent rain or change in water level, upper transects - bankfull unclear, hard to measure, rush/cattails in pool before K",,,,BA,SWAMP_2007_WS,DFW-ABL,,Water_Grab,32.768242,-116.417572,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,3/24/2014 0:00,None,1/1/1950,4/11/2014,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2014,Carney Canyon in Pamo Valley,905DGCC1x,3/25/2014,14:00:00,X,0.1,m,Grab,1,1,WPCL_11597_W_TN,L-139-14-04,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.3,,0.0208,0.05,=,None,VAC,Com,Too few cobles - Shortened reach due to isolated pools,,,,BA,SWAMP_2007_WS,DFW-ABL,,Water_Grab,33.157711,-116.8408432,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,3/25/2014 0:00,None,1/1/1950,4/11/2014,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2014,Cottonwood Creek ~1.4mi above I8,911NP9UCW,3/24/2014,16:15:00,X,0.1,m,Grab,1,1,WPCL_11597_W_TN,L-136-14-03,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.209,,0.0208,0.05,=,None,VAC,Com,Too few cobles,,,,BA,SWAMP_2007_WS,DFW-ABL,,Water_Grab,32.818291,-116.4923477,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,3/24/2014 0:00,None,1/1/1950,4/11/2014,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2015,~0.2mi N Tijuana River,911COPPER,3/24/2015,9:15:00,X,0.1,m,Grab,1,1,WPCL_12781_W_TN,L-128-15-06,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.17,,0.0208,0.05,=,None,VAC,Com,,,,CRM out of range by 0.10%,BA,SWAMP_2007_WS,RWQCB9,,Water_Grab,32.5616,-116.8291016,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,3/24/2015 0:00,None,1/1/1950,4/7/2015,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2015,Lower West Fork of the San Luis Rey River,903NP9LWF,5/8/2015,10:40:00,X,0.1,m,Grab,1,1,WPCL_13171_W_TN,L-241-15-03,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.176,,0.0208,0.05,=,None,VAC,Com,,,,,BA,SWAMP_2007_WS,RWQCB9,,Water_Grab,33.30962,-116.7776794,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,5/8/2015 0:00,None,1/1/1950,5/28/2015,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,West Fork San Luis Rey River,1.80703E+11,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2015,Pine Valley Creek ~0.9mi below Espinosa Cr.,911S01142,3/23/2015,11:45:00,X,0.1,m,Grab,1,1,WPCL_12781_W_TN,L-128-15-05,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.378,,0.0208,0.05,=,None,VAC,Com,,,,CRM out of range by 0.10%,BA,SWAMP_2007_WS,RWQCB9,,Water_Grab,32.735477,-116.6526794,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,3/23/2015 0:00,None,1/1/1950,4/7/2015,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2015,Upper Agua Caliente Creek at PCT,903NP9UAC,4/9/2015,12:15:00,X,0.1,m,Grab,1,1,WPCL_12851_W_TN,L-175-15-03,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.197,,0.0208,0.05,=,None,VAC,Com,,,,,BA,SWAMP_2007_WS,RWQCB9,,Water_Grab,33.320358,-116.6226501,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,4/9/2015 0:00,None,1/1/1950,4/21/2015,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Agua Caliente Creek,1.80703E+11,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2016,Long Canyon Creek 2,911TJLCC2,4/20/2016,10:30:00,X,0.1,m,Grab,1,1,WPCL_13792_W_TN,L-174-16-05,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.167,,0.0208,0.05,=,None,VAC,Com,NR,,,,BA,SWAMP_2007_WS,DFW-ABL,,Water_Grab,32.778358,-116.443367,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,4/20/2016 0:00,None,1/1/1950,5/4/2016,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Kitchen Creek-Cottonwood Creek,1.80703E+11,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2016,Oak Spring Canyon Downstream,907NP9OSD,4/19/2016,9:50:00,X,0.1,m,Grab,1,1,WPCL_13792_W_TN,L-171-16-04,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.38,,0.0208,0.05,=,None,VAC,Com,,,,,BA,SWAMP_2007_WS,RWQCB9,,Water_Grab,32.84705,-117.0503693,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,4/19/2016 0:00,None,1/1/1950,5/4/2016,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Mission Valley-San Diego River,1.80703E+11,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2016,San Luis Rey at Indian Flats,903NP9SLR,3/22/2016,10:30:00,X,0.1,m,Grab,1,1,WPCL_13684_W_TN,L-125-16-02,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.644,,0.0208,0.05,=,None,VAC,Com,,,,,BA,SWAMP_2007_WS,RWQCB9,,Water_Grab,33.349918,-116.6649017,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,3/22/2016 0:00,None,1/1/1950,3/30/2016,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2016,Santa Ysabel Creek ~2mi E Hwy 79,905WE0679,5/3/2016,12:00:00,X,0.1,m,Grab,1,1,WPCL_13840_W_TN,L-206-16-03    ,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.135,,0.0208,0.05,=,None,VAC,Com,,,,,BA,SWAMP_2016_WS,DFW-ABL,,Water_Grab,33.13163,-116.6544037,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,5/3/2016 0:00,None,1/1/1950,5/24/2016,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,SAN DIEGO,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2017,Carney Canyon in Pamo Valley,905DGCC1x,4/11/2017,9:05:00,X,0.1,m,Grab,1,1,DeltaEnv_17F0025_W_TN,1705013-02,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.68,,0.005,0.01,=,None,VAC,Com,,,,LCS/LCSD REPORTED IN LEIU OF MS/MSD-OK PER SWAMP QAO,BA,SWAMP_2016_WS,RWQCB9,,Water_Grab,33.157711,-116.8408432,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,4/11/2017 0:00,None,1/1/1950,5/8/2017,1,,DeltaEnv,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,Carney Canyon
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2017,Cottonwood Creek ~1.4mi above I8,911NP9UCW,5/2/2017,9:45:00,X,0.1,m,Grab,1,1,DeltaEnv_17F0026_W_TN,1705033-06,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.013,,-88,0.01,=,None,VAC,Com,,,,NO MS/MSD,BA,SWAMP_2016_WS,DFW-ABL,,Water_Grab,32.818291,-116.4923477,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,5/2/2017 0:00,None,1/1/1950,5/9/2017,1,,DeltaEnv,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,911NP9UCW
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2017,Horsethief Canyon ~0.8mi above Pine Valley Cr.,911NP9HTC,3/28/2017,9:00:00,X,0.1,m,Grab,1,1,CLS_1702673_W_TN,L-135-17-03    ,samplewater,EPA 351.3,"Nitrogen, Total, Total",mg/L,0.76,,0.4,0.4,=,HT,VAC,Qual,,,,Total Nitrogen calculated from results from TKN and NO3+NO2 analyses.,BA,SWAMP_2016_WS,RWQCB9,,Water_Grab,32.754089,-116.6626663,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,4/6/2017 0:00,None,1/1/1950,4/12/2017,1,,CLS,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2017,Unnamed trib above Descanso Cr.,909NP9UNT,4/3/2017,13:00:00,X,0.1,m,Grab,1,1,CLS_1702673_W_TN,L-135-17-05    ,samplewater,EPA 351.3,"Nitrogen, Total, Total",mg/L,-0.4,,0.4,0.4,ND,HT,VAC,Qual,,,,Total Nitrogen calculated from results from TKN and NO3+NO2 analyses.,BA,SWAMP_2016_WS,RWQCB9,,Water_Grab,32.881721,-116.5853806,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,4/6/2017 0:00,None,1/1/1950,4/12/2017,1,,CLS,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,
